1.834000;50.136000;1.300000
3.097500;50.570000;0.000000
-1.939833;49.725167;4.600000
-0.456167;49.180000;2.600000
1.181667;49.383000;1.200000
4.155333;49.209667;0.900000
-4.412000;48.444167;1.100000
-3.473167;48.825833;3.700000
-1.734000;48.068833;1.500000
0.110167;48.445500;2.100000
2.384333;48.716833;2.900000
4.020000;48.324667;2.300000
5.959833;48.581000;1.400000
7.640333;48.549500;1.300000
-3.218333;47.294333;2.900000
-1.608833;47.150000;2.000000
0.727333;47.444500;1.300000
2.359833;47.059167;1.300000
5.088333;47.267833;1.200000
7.510000;47.614333;0.500000
-1.411500;46.046833;1.300000
0.314333;46.593833;2.000000
1.175000;45.861167;0.700000
3.149333;45.786833;0.800000
3.764000;45.074500;1.600000
5.077833;45.726500;3.300000
-0.691333;44.830667;6.500000
1.396667;44.745000;1.400000
3.019500;44.118500;0.600000
4.733000;44.581167;1.700000
6.502333;44.565667;2.800000
-0.500167;43.909833;3.700000
0.000000;43.188000;5.400000
1.106833;43.005333;4.300000
1.378833;43.621000;6.100000
3.963167;43.577000;1.500000
5.216000;43.437667;1.400000
5.940833;43.079333;6.300000
7.209000;43.648833;0.000000
2.872833;42.737167;0.900000
