1.834000;50.136000;100800
3.097500;50.570000;101100
-1.939833;49.725167;101360
-0.456167;49.180000;100760
1.181667;49.383000;99750
4.155333;49.209667;100450
-4.412000;48.444167;100210
-3.473167;48.825833;100750
-1.734000;48.068833;101060
0.110167;48.445500;99780
2.384333;48.716833;100480
4.020000;48.324667;100100
5.959833;48.581000;97380
7.640333;48.549500;99810
-3.218333;47.294333;100920
-1.608833;47.150000;101140
0.727333;47.444500;100120
2.359833;47.059167;99410
5.088333;47.267833;98710
7.510000;47.614333;98270
-1.411500;46.046833;101140
0.314333;46.593833;99960
1.175000;45.861167;96500
3.149333;45.786833;97400
3.764000;45.074500;91640
5.077833;45.726500;98610
-0.691333;44.830667;100840
1.396667;44.745000;98270
3.019500;44.118500;93050
4.733000;44.581167;100700
6.502333;44.565667;91220
-0.500167;43.909833;100870
0.000000;43.188000;97310
1.106833;43.005333;96690
1.378833;43.621000;99740
3.963167;43.577000;101520
5.216000;43.437667;101210
5.940833;43.079333;99910
7.209000;43.648833;101240
2.872833;42.737167;101100
