1.834000;50.136000;287.750000
3.097500;50.570000;288.050000
-1.939833;49.725167;288.350000
-0.456167;49.180000;287.650000
1.181667;49.383000;288.350000
4.155333;49.209667;290.450000
-4.412000;48.444167;287.750000
-3.473167;48.825833;288.750000
-1.734000;48.068833;289.750000
0.110167;48.445500;288.450000
2.384333;48.716833;289.850000
4.020000;48.324667;291.750000
5.959833;48.581000;290.250000
7.640333;48.549500;290.650000
-3.218333;47.294333;289.050000
-1.608833;47.150000;290.050000
0.727333;47.444500;290.550000
2.359833;47.059167;288.050000
5.088333;47.267833;290.950000
7.510000;47.614333;291.150000
-1.411500;46.046833;290.350000
0.314333;46.593833;289.850000
1.175000;45.861167;287.450000
3.149333;45.786833;292.350000
3.764000;45.074500;289.750000
5.077833;45.726500;291.850000
-0.691333;44.830667;290.950000
1.396667;44.745000;287.850000
3.019500;44.118500;291.750000
4.733000;44.581167;290.450000
6.502333;44.565667;291.350000
-0.500167;43.909833;289.950000
0.000000;43.188000;294.150000
1.106833;43.005333;294.150000
1.378833;43.621000;288.750000
3.963167;43.577000;292.650000
5.216000;43.437667;292.450000
5.940833;43.079333;291.850000
7.209000;43.648833;290.850000
2.872833;42.737167;296.450000
